Image,Mask
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_60.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_60.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_61.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_61.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_62.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_62.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_63.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_63.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_64.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_64.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_65.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_65.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_66.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_66.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_67.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_67.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_68.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_68.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_69.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_69.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_7.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_7.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_70.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_70.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_71.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_71.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_72.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_72.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_73.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_73.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_74.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_74.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_75.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_75.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_76.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_76.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_77.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_77.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_78.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_78.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_79.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_79.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_8.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_8.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_80.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_80.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_81.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_81.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_82.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_82.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_83.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_83.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_84.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_84.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_85.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_85.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_86.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_86.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_87.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_87.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_88.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_88.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_89.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_89.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_9.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_9.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_90.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_90.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_91.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_91.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_92.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_92.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_93.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_93.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_94.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_94.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_95.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_95.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_96.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_96.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_97.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_97.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_98.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_98.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/0_99.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/0_99.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/1.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/1.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_1.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_1.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_10.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_10.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_100.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_100.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_11.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_11.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_12.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_12.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_13.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_13.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_14.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_14.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_15.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_15.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_16.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_16.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_17.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_17.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_18.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_18.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_19.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_19.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_2.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_2.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_20.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_20.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_21.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_21.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_22.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_22.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_23.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_23.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_24.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_24.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_25.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_25.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_26.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_26.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_27.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_27.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_28.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_28.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_29.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_29.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_3.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_3.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_30.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_30.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_31.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_31.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_32.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_32.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_33.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_33.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_34.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_34.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_35.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_35.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_36.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_36.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_37.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_37.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_38.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_38.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_39.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_39.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_4.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_4.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_40.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_40.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_41.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_41.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_42.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_42.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_43.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_43.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_44.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_44.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_45.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_45.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_46.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_46.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_47.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_47.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_48.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_48.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_49.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_49.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_5.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_5.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_50.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_50.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_51.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_51.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_52.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_52.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_53.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_53.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_54.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_54.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_55.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_55.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_56.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_56.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_57.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_57.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_58.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_58.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_59.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_59.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_6.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_6.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_60.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_60.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_61.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_61.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_62.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_62.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_63.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_63.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_64.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_64.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_65.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_65.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_66.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_66.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_67.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_67.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_68.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_68.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_69.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_69.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_7.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_7.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_70.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_70.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_71.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_71.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_72.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_72.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_73.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_73.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_74.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_74.npy
E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Image/10_75.npy,E:\MedicalData\lung_lobe_Segmentation\Aug_patch/Mask/10_75.npy
